Area,Area Latitude,Area Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Halat Bu Maher,26.2492282,50.618135300631074,24 Hours Kabaz,26.253715341072976,50.61839074545491,Bakery
Halat Bu Maher,26.2492282,50.618135300631074,Panchami,26.247895,50.614929,Indian Restaurant
Halat Bu Maher,26.2492282,50.618135300631074,"AL JABRIYA - Turkish grills, pastries & banquets",26.247052736039986,50.61349868774414,Turkish Restaurant
Halat Nuaim,26.22403,50.5229,Organika Food Truck,26.225065,50.521114,Burger Joint
Halat Nuaim,26.22403,50.5229,Caribou Coffee,26.225013426138744,50.52498366813219,Coffee Shop
Halat Nuaim,26.22403,50.5229,Lumee,26.225737,50.525599,Lebanese Restaurant
Halat Nuaim,26.22403,50.5229,ساندوشات محمد,26.221903,50.517208,Deli / Bodega
Halat Nuaim,26.22403,50.5229,مشويات أبو حسين,26.226030995715416,50.52025785703637,Food Truck
Halat Nuaim,26.22403,50.5229,tandoori delight,26.22500550002041,50.52782438205474,Restaurant
Halat Nuaim,26.22403,50.5229,خباز المقشع,26.22184480738817,50.51760953823746,Bakery
Halat Nuaim,26.22403,50.5229,Al-Shoa'a Resturant,26.219335336021594,50.52628269735674,Restaurant
Halat Nuaim,26.22403,50.5229,LA MARINE (لا مرين),26.219335336021594,50.52628269735674,Seafood Restaurant
Halat Nuaim,26.22403,50.5229,Lantrans,26.221590194444072,50.526858929129475,Indian Restaurant
Halat Nuaim,26.22403,50.5229,Cafe Ceramique - Al Aali Mall,26.22682329117062,50.52789009405542,Café
Hamad Town,26.1267463,50.4983356,كفتيريا هجر,26.12787891702352,50.49967065741604,Sandwich Place
Hamad Town,26.1267463,50.4983356,Athletics board,26.1289333016725,50.49336548796872,Vietnamese Restaurant
Hamad Town,26.1267463,50.4983356,Al Reyah Sandwiches,26.129008,50.49354297786989,Juice Bar
Hamad Town,26.1267463,50.4983356,Satyan Locker,26.128999029041307,50.49333012424211,Wings Joint
Hamad Town,26.1267463,50.4983356,Rock Land,26.12891540972075,50.493340228161934,Vegetarian / Vegan Restaurant
Hamad Town,26.1267463,50.4983356,كافتريا دوار ٣,26.130973,50.501701,Sandwich Place
Hamad Town,26.1267463,50.4983356,الخباز المتميز,26.130856178908168,50.5031013833202,Bakery
Hamala,26.1631428,50.47282355817831,Otto,26.16341164331477,50.47281747756682,Italian Restaurant
Hamala,26.1631428,50.47282355817831,Caribou Coffee,26.163323081289985,50.47281862707033,Coffee Shop
Hamala,26.1631428,50.47282355817831,Yasalam Hamala Hills,26.163235,50.472937,Mediterranean Restaurant
Hamala,26.1631428,50.47282355817831,Southside,26.16319530382831,50.47289469167299,American Restaurant
Hamala,26.1631428,50.47282355817831,Plant Cafe,26.16329177226149,50.47283415304285,Café
Hamala,26.1631428,50.47282355817831,South Side,26.163507,50.472796,Mexican Restaurant
Hamala,26.1631428,50.47282355817831,Wazzup Dog - Hamala Hills,26.163358,50.472772,Hot Dog Joint
Hamala,26.1631428,50.47282355817831,Starbucks (ستاربكس),26.159369,50.469719,Coffee Shop
Hamala,26.1631428,50.47282355817831,NEW YORK COFFEE,26.166305162829026,50.468352620687426,Coffee Shop
Hamala,26.1631428,50.47282355817831,Memah & Me,26.164964,50.469895,Italian Restaurant
Hamala,26.1631428,50.47282355817831,Wheely’s,26.165144,50.469608,Café
Hamala,26.1631428,50.47282355817831,Olive Land  Bakery,26.164997,50.469853,Bakery
Hamala,26.1631428,50.47282355817831,Starbucks,26.158669,50.4696587,Coffee Shop
Hamala,26.1631428,50.47282355817831,Poke Kafe,26.165313,50.469591,Restaurant
Hamala,26.1631428,50.47282355817831,Caffeinated,26.165381,50.471447,Coffee Shop
Hamala,26.1631428,50.47282355817831,Griddle,26.165541974828887,50.471748682357436,Burger Joint
Hamala,26.1631428,50.47282355817831,Pizzabella,26.166185,50.46849,Pizza Place
Hamala,26.1631428,50.47282355817831,Costa Coffee Batelco,26.158136,50.471354,Coffee Shop
Hamala,26.1631428,50.47282355817831,Burrito Loco,26.165779,50.468778,Mexican Restaurant
Hamala,26.1631428,50.47282355817831,Batelco - Traditional Canteen,26.15810479296685,50.471447731685956,Restaurant
Hamala,26.1631428,50.47282355817831,Mama Mocha,26.165577379691253,50.469198397605425,Café
Hamala,26.1631428,50.47282355817831,Uplift,26.165446,50.469187,Burger Joint
Hamala,26.1631428,50.47282355817831,BSBCafe,26.162955,50.471585,Cafeteria
Hamala,26.1631428,50.47282355817831,BSB Coffee Shop,26.16226560284995,50.47166995693403,Coffee Shop
Hamala,26.1631428,50.47282355817831,مقهى ومطعم ياسمين الشام,26.165213,50.469328,Café
Hamala,26.1631428,50.47282355817831,giallo cafe,26.165374,50.469458,Café
Hamala,26.1631428,50.47282355817831,Pizzabella Hamala,26.166338,50.46841,Pizza Place
Hamala,26.1631428,50.47282355817831,Rashat Milh,26.164675280341598,50.47003991381016,Café
Hamala,26.1631428,50.47282355817831,Batelco - Take Away,26.159149585027063,50.47100637694691,Sandwich Place
Hamala,26.1631428,50.47282355817831,Upper Crust - Batelco,26.158116425658864,50.471419254756555,Sandwich Place
Hillat Abdul Saleh,-7.33461,108.23447,Bubur Abang Al-muttaqin,-7.333878,108.23639,Breakfast Spot
Hillat Abdul Saleh,-7.33461,108.23447,Mie baso ojolali,-7.334503600000001,108.2343418,Snack Place
Hillat Abdul Saleh,-7.33461,108.23447,Bubur Ayam Engkus,-7.334162156705919,108.23648174286686,Breakfast Spot
Hillat Abdul Saleh,-7.33461,108.23447,Mie Baso Class Dadaha,-7.3369667,108.2348421,Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,Mie Baso AHA,-7.3333683,108.22909,Food Stand
Hillat Abdul Saleh,-7.33461,108.23447,Mie Ayam En70Y,-7.333641139773607,108.23157548904419,Noodle House
Hillat Abdul Saleh,-7.33461,108.23447,TO cicurug,-7.334761,108.234014,Asian Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,nasi goreng cicurug,-7.3342896,108.2383205,Food Truck
Hillat Abdul Saleh,-7.33461,108.23447,Mie ayam mang dindin,-7.332605,108.233584,Food Truck
Hillat Abdul Saleh,-7.33461,108.23447,bubur ayam savoy,-7.337027622490799,108.23682225500887,Breakfast Spot
Hillat Abdul Saleh,-7.33461,108.23447,warung nyi ecin,-7.33507760023665,108.23784746941008,Café
Hillat Abdul Saleh,-7.33461,108.23447,Sate Cicurug,-7.334539285770028,108.2322464789765,BBQ Joint
Hillat Abdul Saleh,-7.33461,108.23447,Nasi Goreng Putra Kuningan,-7.334735478417134,108.23165568730337,Food Truck
Hillat Abdul Saleh,-7.33461,108.23447,Nasi Goreng Mas Ragil,-7.335290502660285,108.2371973991394,Diner
Hillat Abdul Saleh,-7.33461,108.23447,Warung nasi TO,-7.336777687072754,108.23883819580078,Food Truck
Hillat Abdul Saleh,-7.33461,108.23447,Soto Ayam & Sapi,-7.330697,108.23343,Breakfast Spot
Hillat Abdul Saleh,-7.33461,108.23447,Mie baso Elsigh,-7.3369023,108.2356075,Food Truck
Hillat Abdul Saleh,-7.33461,108.23447,Alfa Juice,-7.331099033355713,108.23350524902344,Juice Bar
Hillat Abdul Saleh,-7.33461,108.23447,bakso edi carwa,-7.334842670296492,108.23042197876741,Noodle House
Hillat Abdul Saleh,-7.33461,108.23447,H.O.B.C,-7.333823,108.230411,Asian Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,Sorabi Gunung Jati,-7.334114142034864,108.23167306351363,Breakfast Spot
Hillat Abdul Saleh,-7.33461,108.23447,Mie Bakso Mas Edi,-7.338906369627069,108.2319452909296,Asian Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,Gracia Resto,-7.33521611584636,108.22899713815991,Indonesian Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,SERAFIM Resto & Bakery,-7.335652297572909,108.22902202606201,Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,Bubur Ayam Heroy,-7.3370494,108.2391332,Breakfast Spot
Hillat Abdul Saleh,-7.33461,108.23447,Warung Udil,-7.3382978,108.2374377,Asian Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,Ayam Bakar Sutsen,-7.334157466888428,108.23663330078125,Diner
Hillat Abdul Saleh,-7.33461,108.23447,Mie baso asha asha,-7.3389587,108.2322327,Dumpling Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,Mie Bakso Zoel,-7.3375024,108.2323144,Dumpling Restaurant
Hillat Abdul Saleh,-7.33461,108.23447,Warung Nasi Ibu Iyet,-7.335704060633173,108.23649789406747,Diner
Hillat Abdul Saleh,-7.33461,108.23447,Warung Nasi Mih Elin,-7.329352767673636,108.23421478271484,Breakfast Spot
Isa Town,26.1741995,50.5473432,المــجلـــس,26.175602,50.546744,Café
Isa Town,26.1741995,50.5473432,Pizza Hut,26.171836689652572,50.54821429209791,Pizza Place
Isa Town,26.1741995,50.5473432,Emmawash Traditional Restaurant,26.172049,50.546776,Theme Restaurant
Isa Town,26.1741995,50.5473432,Baskin Robbins - Isa Town,26.172621,50.546606,Ice Cream Shop
Isa Town,26.1741995,50.5473432,مطعم الرياض,26.172927144148137,50.54624668011412,Indian Restaurant
Isa Town,26.1741995,50.5473432,Al Omda Cafe,26.173281704097572,50.5462915545109,Café
Isa Town,26.1741995,50.5473432,كفتيريا الغرابي,26.172148682797083,50.54685343475492,Breakfast Spot
Isa Town,26.1741995,50.5473432,Magnum,26.172586,50.548048,Ice Cream Shop
Isa Town,26.1741995,50.5473432,مقهى  العمدة,26.173083,50.546398,Café
Isa Town,26.1741995,50.5473432,New York Coffee,26.171531677246094,50.54579544067383,Café
Isa Town,26.1741995,50.5473432,Emmawash Traditional Restauant,26.172134,50.546704,Theme Restaurant
Isa Town,26.1741995,50.5473432,Al Ghurabi,26.172670083386688,50.54678770271645,Deli / Bodega
Isa Town,26.1741995,50.5473432,Hardee's,26.171777680399853,50.54803924521558,Fast Food Restaurant
Isa Town,26.1741995,50.5473432,Samboosa Al Doseri,26.173068961118975,50.54589696933573,Indian Restaurant
Isa Town,26.1741995,50.5473432,Num num tree,26.173137,50.546491,Food
Isa Town,26.1741995,50.5473432,Villa Rosa Pizzeria & Restaurant,26.172169584244124,50.54821865432569,Italian Restaurant
Isa Town,26.1741995,50.5473432,Plato Coffee,26.172636585858584,50.54801643434344,Café
Isa Town,26.1741995,50.5473432,كفتيريا عيسى حسن الدوسري,26.173431396484375,50.54589080810547,Cafeteria
Isa Town,26.1741995,50.5473432,سمبوسة حسن الدوسري,26.173294,50.545818,Indian Restaurant
Isa Town,26.1741995,50.5473432,La Spezia - Isa Town Mall,26.172286404112963,50.54829955716608,Italian Restaurant
Isa Town,26.1741995,50.5473432,KFC,26.171846842157876,50.54806190537168,Fast Food Restaurant
Isa Town,26.1741995,50.5473432,Azzurri Cafe,26.172423,50.548411,Café
Isa Town,26.1741995,50.5473432,Lebanon Resturant (المطعم اللبناني),26.17259,50.548472,Restaurant
Isa Town,26.1741995,50.5473432,Veneto Isa Town Mall,26.172511097651913,50.54828882217407,Coffee Shop
Isa Town,26.1741995,50.5473432,Hol n One,26.17202797926916,50.546484324977015,Coffee Shop
Isa Town,26.1741995,50.5473432,حلويات أم خالد,26.172450957316553,50.54872935526901,Dessert Shop
Isa Town,26.1741995,50.5473432,Mocchiato,26.17142292482943,50.54773323949174,Café
Isa Town,26.1741995,50.5473432,Al Neam Cafeteria,26.170667095716663,50.548532153418016,Cafeteria
Isa Town,26.1741995,50.5473432,Darbufaisalresturant,26.17029,50.54706,Restaurant
Isa Town,26.1741995,50.5473432,Al Amal Bakery,26.176497,50.546855,Bakery
Isa Town,26.1741995,50.5473432,الابراج,26.178153396369222,50.54621634253737,Restaurant
Isa Town,26.1741995,50.5473432,Papa John's,26.172323,50.548338,Pizza Place
Isa Town,26.1741995,50.5473432,Domino's Pizza,26.17042597207112,50.5489720660972,Pizza Place
Isa Town,26.1741995,50.5473432,isfehani - Isa Town,26.170014,50.550059,Persian Restaurant
Isa Town,26.1741995,50.5473432,Falafel Time (فلافل تايم),26.170744,50.548891,Falafel Restaurant
Isa Town,26.1741995,50.5473432,Hashtag,26.171050693770173,50.549511581513976,Burger Joint
Isa Town,26.1741995,50.5473432,KFC (Isa Town Mall),26.170341456837985,50.550746917792864,Fried Chicken Joint
Isa Town,26.1741995,50.5473432,Mado,26.171974,50.547525,Café
Isa Town,26.1741995,50.5473432,Amigos Gourmet Kitchen,26.171292,50.549374,Steakhouse
Isa Town,26.1741995,50.5473432,Local Fish Market,26.17178105278506,50.552248754908575,Seafood Restaurant
Isa Town,26.1741995,50.5473432,Juice Bar,26.172264,50.549666,Juice Bar
Isa Town,26.1741995,50.5473432,Solidare Cafe,26.17011299659846,50.55073873575491,Café
Isa Town,26.1741995,50.5473432,خباز الأمل,26.175872850360797,50.54416859029856,Bakery
Janabiyah,26.16225575,50.471843217375365,Starbucks (ستاربكس),26.159369,50.469719,Coffee Shop
Janabiyah,26.16225575,50.471843217375365,Southside,26.16319530382831,50.47289469167299,American Restaurant
Janabiyah,26.16225575,50.471843217375365,Caribou Coffee,26.163323081289985,50.47281862707033,Coffee Shop
Janabiyah,26.16225575,50.471843217375365,South Side,26.163507,50.472796,Mexican Restaurant
Janabiyah,26.16225575,50.471843217375365,BSB Coffee Shop,26.16226560284995,50.47166995693403,Coffee Shop
Janabiyah,26.16225575,50.471843217375365,Yasalam Hamala Hills,26.163235,50.472937,Mediterranean Restaurant
Janabiyah,26.16225575,50.471843217375365,Uplift,26.165446,50.469187,Burger Joint
Janabiyah,26.16225575,50.471843217375365,Wazzup Dog - Hamala Hills,26.163358,50.472772,Hot Dog Joint
Janabiyah,26.16225575,50.471843217375365,Plant Cafe,26.16329177226149,50.47283415304285,Café
Janabiyah,26.16225575,50.471843217375365,Otto,26.16341164331477,50.47281747756682,Italian Restaurant
Janabiyah,26.16225575,50.471843217375365,NEW YORK COFFEE,26.166305162829026,50.468352620687426,Coffee Shop
Janabiyah,26.16225575,50.471843217375365,Pizzabella,26.166185,50.46849,Pizza Place
Janabiyah,26.16225575,50.471843217375365,Memah & Me,26.164964,50.469895,Italian Restaurant
Janabiyah,26.16225575,50.471843217375365,Wheely’s,26.165144,50.469608,Café
Janabiyah,26.16225575,50.471843217375365,Burrito Loco,26.165779,50.468778,Mexican Restaurant
Janabiyah,26.16225575,50.471843217375365,Costa Coffee Batelco,26.158136,50.471354,Coffee Shop
Janabiyah,26.16225575,50.471843217375365,Olive Land  Bakery,26.164997,50.469853,Bakery
Janabiyah,26.16225575,50.471843217375365,Starbucks,26.158669,50.4696587,Coffee Shop
Janabiyah,26.16225575,50.471843217375365,Poke Kafe,26.165313,50.469591,Restaurant
Janabiyah,26.16225575,50.471843217375365,Caffeinated,26.165381,50.471447,Coffee Shop
Janabiyah,26.16225575,50.471843217375365,Griddle,26.165541974828887,50.471748682357436,Burger Joint
Janabiyah,26.16225575,50.471843217375365,Batelco - Traditional Canteen,26.15810479296685,50.471447731685956,Restaurant
Janabiyah,26.16225575,50.471843217375365,Mama Mocha,26.165577379691253,50.469198397605425,Café
Janabiyah,26.16225575,50.471843217375365,BSBCafe,26.162955,50.471585,Cafeteria
Janabiyah,26.16225575,50.471843217375365,giallo cafe,26.165374,50.469458,Café
Janabiyah,26.16225575,50.471843217375365,مقهى ومطعم ياسمين الشام,26.165213,50.469328,Café
Janabiyah,26.16225575,50.471843217375365,Pizzabella Hamala,26.166338,50.46841,Pizza Place
Janabiyah,26.16225575,50.471843217375365,Upper Crust - Batelco,26.158116425658864,50.471419254756555,Sandwich Place
Janabiyah,26.16225575,50.471843217375365,Rashat Milh,26.164675280341598,50.47003991381016,Café
Janabiyah,26.16225575,50.471843217375365,Batelco - Take Away,26.159149585027063,50.47100637694691,Sandwich Place
Jannusan,26.2307849,50.4939175,Janusan,26.230325035090043,50.4945830228519,Bakery
Jannusan,26.2307849,50.4939175,أبوفاطمه لبيع الاسماك Fresh Fish,26.231030687032558,50.49291586494593,Seafood Restaurant
Jannusan,26.2307849,50.4939175,خباز جنوسان - شارع النخيل,26.230979761940613,50.493769646276164,Bakery
Jannusan,26.2307849,50.4939175,خباز جنوسان - وسط القرية,26.23000644756566,50.493961622394636,Bakery
Jannusan,26.2307849,50.4939175,Brenigan's,26.230838890186686,50.49793263007544,Gastropub
Jannusan,26.2307849,50.4939175,Spice - Budaiya,26.230408,50.495118,Indian Restaurant
Jannusan,26.2307849,50.4939175,كفتريا ضواحي جنوسان,26.231064,50.493963,Sandwich Place
Jannusan,26.2307849,50.4939175,Fresh fish,26.230751352008653,50.49318361758946,Fish & Chips Shop
Jannusan,26.2307849,50.4939175,le trois bakery,26.228315,50.495666,Bakery
Jannusan,26.2307849,50.4939175,نفيش تايم,26.230666,50.4905558,Snack Place
Jannusan,26.2307849,50.4939175,Florida Cafeteria,26.230221763646156,50.49687164894303,Cafeteria
Jaww,26.0012848,50.6176993,Nayab Khabaz,25.99752455974304,50.61624950699039,Bakery
Jid Al-Haj,26.2206802,50.5056072,Alabraaj,26.220829,50.50645,Restaurant
Jid Al-Haj,26.2206802,50.5056072,Uptown Village,26.221065509648152,50.50496810723243,Diner
Jid Al-Haj,26.2206802,50.5056072,YaSalam!,26.220997040660723,50.50496279573473,American Restaurant
Jid Al-Haj,26.2206802,50.5056072,Box it - Budayaa,26.221037,50.505113,Asian Restaurant
Jid Al-Haj,26.2206802,50.5056072,alameer restaurant (مطعم الامير),26.221057410146475,50.50495330266606,Breakfast Spot
Jid Al-Haj,26.2206802,50.5056072,Shahnameh (شاهنامه),26.2212,50.504534,Persian Restaurant
Jid Al-Haj,26.2206802,50.5056072,Mini Delights,26.22069443635181,50.50491029601108,Cupcake Shop
Jid Al-Haj,26.2206802,50.5056072,Boxit Restaurant,26.220975074378316,50.50493050762386,Italian Restaurant
Jid Al-Haj,26.2206802,50.5056072,Box It,26.21913836748488,50.500660950577405,Italian Restaurant
Jid Al-Haj,26.2206802,50.5056072,Turkey Hill Ice Creamery @ Uptown Village,26.221328560663938,50.50397872924805,Ice Cream Shop
Jid Al-Haj,26.2206802,50.5056072,Bab Alharah restaurant,26.220444643757965,50.50644639733688,Asian Restaurant
Jid Al-Haj,26.2206802,50.5056072,Sugar Pie Bakery,26.220941315476853,50.505344847135916,Bakery
Jid Al-Haj,26.2206802,50.5056072,Yummylicious,26.22046,50.501775,Dessert Shop
Jid Al-Haj,26.2206802,50.5056072,Fresco,26.22136761366656,50.502712598440354,Juice Bar
Jid Al-Haj,26.2206802,50.5056072,Wingman,26.221366,50.502706,Wings Joint
Jid Al-Haj,26.2206802,50.5056072,The Fat Cow,26.2204859125367,50.50136512217755,Burger Joint
Jid Al-Haj,26.2206802,50.5056072,C+ Café,26.21961040771314,50.510247292634446,Coffee Shop
Jid Al-Haj,26.2206802,50.5056072,My House Cafe & Resturant,26.2191,50.5014,Café
Jid Al-Haj,26.2206802,50.5056072,meals time,26.219453149915008,50.50999877722898,Fast Food Restaurant
Jid Al-Haj,26.2206802,50.5056072,Round table pizza,26.22151,50.502766,Pizza Place
Jid Al-Haj,26.2206802,50.5056072,Mashawi Al-Abraaj,26.2207672975604,50.50327696688281,Diner
Jid Al-Haj,26.2206802,50.5056072,Baskin-Robbins,26.220828629542122,50.500911460152516,Ice Cream Shop
Jid Al-Haj,26.2206802,50.5056072,مطعم فريگ الحطب,26.220694,50.50306,Breakfast Spot
Jid Al-Haj,26.2206802,50.5056072,Venus Cafe,26.219508,50.510221,Café
Jid Al-Haj,26.2206802,50.5056072,Seasons country mall,26.21952,50.51001,American Restaurant
Jid Al-Haj,26.2206802,50.5056072,Burger King - Country Mall,26.21942221255391,50.51021663173609,Fast Food Restaurant
Jid Al-Haj,26.2206802,50.5056072,KFC - Budaiya,26.220839990017947,50.50083382046831,Fast Food Restaurant
Jid Al-Haj,26.2206802,50.5056072,Caribou Coffee,26.22138432708657,50.502495826473734,Coffee Shop
Jid Al-Haj,26.2206802,50.5056072,بانوش العرب,26.220904,50.500641,Seafood Restaurant
Jid Al-Haj,26.2206802,50.5056072,دجاج كنتاكي | KFC,26.220895767211914,50.50052261352539,Fried Chicken Joint
Jid Al-Haj,26.2206802,50.5056072,Gocc,26.221331,50.502825,Dessert Shop
Jid Al-Haj,26.2206802,50.5056072,Wholesale Restaurant,26.221079,50.502514,Indian Restaurant
Jid Al-Haj,26.2206802,50.5056072,Pasta Express,26.220403,50.503062,Restaurant
Jid Al-Haj,26.2206802,50.5056072,Al Abraaj Resturant,26.220794510738262,50.50315812162174,Middle Eastern Restaurant
Jid Al-Haj,26.2206802,50.5056072,ParisDream,26.221337,50.50277,Bakery
Jid Al-Haj,26.2206802,50.5056072,Costa Coffee,26.21936954820621,50.51021465639396,Coffee Shop
Jid Al-Haj,26.2206802,50.5056072,Wholesale Little Chef Restaurant,26.220626527470717,50.502893329130345,Restaurant
Jid Al-Haj,26.2206802,50.5056072,Al Jalboot Fish Restaurant,26.219084019087067,50.50158482984414,Seafood Restaurant
Jid Al-Haj,26.2206802,50.5056072,يم يم تري كاونتري مول,26.219443,50.509819,Restaurant
Jid Al-Haj,26.2206802,50.5056072,كفتيريا أبو حسن,26.220843,50.50105,Restaurant
Jid Al-Haj,26.2206802,50.5056072,Little Ceasars,26.22083017087557,50.50060537248143,Pizza Place
Jid Al-Haj,26.2206802,50.5056072,SEASONS Resturant (مطعم سيسونز),26.219831,50.509752,Italian Restaurant
Jid Al-Haj,26.2206802,50.5056072,Al-Sultan Grill,26.21909878259462,50.504177629491274,BBQ Joint
Jid Al-Haj,26.2206802,50.5056072,بوكادو,26.219566113653947,50.509776431700054,Arepa Restaurant
Jid Al-Haj,26.2206802,50.5056072,قهوة المدير,26.219234466552734,50.50859451293945,Café
Jid Al-Haj,26.2206802,50.5056072,Chutney's,26.219833509907733,50.51000383054571,Asian Restaurant
Jid Al-Haj,26.2206802,50.5056072,Cinnabon,26.219442089669027,50.510029792785645,Café
Jid Al-Haj,26.2206802,50.5056072,Alshorfa Resturant,26.220722,50.499477,Middle Eastern Restaurant
Jid Al-Haj,26.2206802,50.5056072,Atayeb Restaurant,26.222799,50.508332,Tibetan Restaurant
Jidhafs,26.2203252,50.5401228,Saleh Al Halwachi Sweets,26.219767,50.538841,Dessert Shop
Jidhafs,26.2203252,50.5401228,مطعم الطبخة,26.219893750857306,50.536413023725,Seafood Restaurant
Jidhafs,26.2203252,50.5401228,قهوة سوق جدحفص,26.2193,50.5416,Breakfast Spot
Jidhafs,26.2203252,50.5401228,Fruit Lab,26.220901,50.539649,College Lab
Jidhafs,26.2203252,50.5401228,مطعم الجصاص للباچه و المشويات,26.219509,50.539501,Restaurant
Jidhafs,26.2203252,50.5401228,مطعم الطبخة,26.219798278322628,50.5390823664571,Middle Eastern Restaurant
Jidhafs,26.2203252,50.5401228,lamat ahal restaurant (مطعم لمة اهل),26.221344,50.545103,Middle Eastern Restaurant
Jidhafs,26.2203252,50.5401228,سندويشات جليل,26.221369554320987,50.53575581676395,Sandwich Place
Jidhafs,26.2203252,50.5401228,Cafe Lilo,26.222059,50.544285,Café
Jidhafs,26.2203252,50.5401228,Abu Falah,26.219594346274246,50.53829791159386,Middle Eastern Restaurant
Jidhafs,26.2203252,50.5401228,CAPPUCCINO CAFE SAR,26.22233077430347,50.539052032373476,Italian Restaurant
Jidhafs,26.2203252,50.5401228,مطعم شمس العراق,26.216218561644393,50.53928459405931,American Restaurant
Jidhafs,26.2203252,50.5401228,مطعم القلاف,26.222501,50.542704,Restaurant
Jidhafs,26.2203252,50.5401228,Al-Reef Sandwitches,26.21818403986763,50.53906214373304,Food
Jidhafs,26.2203252,50.5401228,بيت الدجاج,26.221432,50.535907,Diner
Jidhafs,26.2203252,50.5401228,Fatoosh - Seef Mall,26.22198075875621,50.537525235941466,Asian Restaurant
Jidhafs,26.2203252,50.5401228,Cafeteria Bint Aldera (كفيتيريا بنت الديرة),26.222177,50.542503,Cafeteria
Jidhafs,26.2203252,50.5401228,الخباز,26.222143170581145,50.53559909920642,Bakery
Jidhafs,26.2203252,50.5401228,faran cold store,26.221789789452025,50.53637763548095,Snack Place
Jidhafs,26.2203252,50.5401228,Al Serat (الصراط),26.222457885742188,50.54262924194336,Turkish Restaurant
Jidhafs,26.2203252,50.5401228,Alkowther ice-cream,26.221104302480384,50.53595297812305,Dessert Shop
Jidhafs,26.2203252,50.5401228,Zakiya Cafeteria | كفتريا زكية - المستشفى,26.217743,50.540189,Cafeteria
Jidhafs,26.2203252,50.5401228,Al Raed Grills & Pastries,26.220618200825722,50.53499245431982,Middle Eastern Restaurant
Jidhafs,26.2203252,50.5401228,C Plus Café,26.220171,50.54545,Café
Jidhafs,26.2203252,50.5401228,كفيتريا الكوثر,26.221311363010905,50.53593275641643,Breakfast Spot
Jidhafs,26.2203252,50.5401228,عصير وايسكريم الكوثر,26.2210183054606,50.535937287252516,Ice Cream Shop
Jidhafs,26.2203252,50.5401228,مطعم و مشويات الشعاع,26.221732561463195,50.535806370899,Persian Restaurant
Jidhafs,26.2203252,50.5401228,مطعم الشعلة,26.220212,50.535549,Turkish Restaurant
Jidhafs,26.2203252,50.5401228,Green Glove Restaurent,26.22155945547869,50.53587209133601,BBQ Joint
Jidhafs,26.2203252,50.5401228,Bint AlDera Resturant,26.21978341049734,50.53773251405318,Middle Eastern Restaurant
Jidhafs,26.2203252,50.5401228,مطعم بنت الديرة,26.219685726159287,50.537606124878494,Restaurant
Jidhafs,26.2203252,50.5401228,Sanabis Gate Restaurant,26.22134017944336,50.54231262207031,Restaurant
Jidhafs,26.2203252,50.5401228,مطعم الفرزدق,26.220646,50.535251,Sandwich Place
Jidhafs,26.2203252,50.5401228,Al Shoala,26.22020421584056,50.53546185777788,Middle Eastern Restaurant
Jidhafs,26.2203252,50.5401228,مطعم الكف الأخضر,26.221670150756836,50.53590393066406,Middle Eastern Restaurant
Jidhafs,26.2203252,50.5401228,مطعم دبس الرمان للأكلات الشعبية,26.221552547453257,50.545109031107536,Breakfast Spot
Jidhafs,26.2203252,50.5401228,Adam Oven & Broasted,26.22070911058528,50.53589072666007,Middle Eastern Restaurant
Jidhafs,26.2203252,50.5401228,مشويات الشعله,26.220313080901775,50.53560921000467,Steakhouse
Jidhafs,26.2203252,50.5401228,سندويشات ابو الفلافل,26.221588,50.535716,Breakfast Spot
Jidhafs,26.2203252,50.5401228,dum,26.221008663156102,50.53755556928052,Dumpling Restaurant
Jidhafs,26.2203252,50.5401228,Al Rahma Bakery,26.224132,50.54369,Bakery
Jidhafs,26.2203252,50.5401228,السمبوسة الذهبية,26.221676,50.535685,Breakfast Spot
Jidhafs,26.2203252,50.5401228,ملك البطاطا,26.222904205322266,50.542884826660156,Snack Place
Jidhafs,26.2203252,50.5401228,مطعم ومشويات باب الفرج,26.21977533476365,50.53695396081875,Burger Joint
Jidhafs,26.2203252,50.5401228,Spice Spoon,26.219594,50.537626,Halal Restaurant
Jidhafs,26.2203252,50.5401228,sweeter taste,26.219561,50.537831,Burger Joint
Jidhafs,26.2203252,50.5401228,Jalil Cafeteria (كفتيريا جليل),26.217241,50.539275,Cafeteria
Jidhafs,26.2203252,50.5401228,Al-Hamad Sweets,26.2195,50.537137,Dessert Shop
Jidhafs,26.2203252,50.5401228,king kara cafeteria - ملك الكرك,26.222631,50.537411,Cafeteria
Jurdab,29.33376,48.08153,Mugz Cafe,29.334031948854925,48.08145379379173,Café
Jurdab,29.33376,48.08153,Starbucks,29.33483254924775,48.08069107108797,Coffee Shop
Jurdab,29.33376,48.08153,Baskin Robins,29.336259827070872,48.08381977519194,Ice Cream Shop
Jurdab,29.33376,48.08153,مطعم مراعي الشام - السالمية,29.334733,48.080617,Arepa Restaurant
